Source,Target
43664,A2
43664,E10864
43664,E10865
43664,E10866
13168,A131
13168,E10565
13168,E10867
13168,E1720
43704,A99
43704,E10350
43704,E10848
43704,E6203
14120,A178
14120,E1503
14120,E1560
14120,E10868
14065,A80
14065,E451
14065,E10869
14065,E1798
41501,A90
41501,E10870
41501,E10871
41501,E10872
14016,E13
14016,E5619
14016,E1468
14016,E1131
41515,A253
41515,E10873
41515,A228
41515,E5759
14018,A174
14018,E5672
14018,E18
14018,E4994
41483,A108
41483,E9762
41483,E1581
41483,E10874
14064,A292
14064,E2957
14064,E10875
14064,E2036
13971,A116
13971,E10876
13971,E4893
13971,E10877
13961,A77
13961,E10878
13961,E10879
13961,E1913
13967,A195
13967,A12
13967,E3270
13967,E8405
13872,A58
13872,E5397
13872,E5396
13872,E10880
41570,A43
41570,E10881
41570,E10882
41570,E301
14155,A284
14155,A298
14155,E10883
14155,E10234
13681,E5
13681,E2965
13681,E4861
13681,E4379
41575,A193
41575,E1914
41575,E5568
41575,E10884
41612,A184
41612,E5810
41612,E384
41612,A330
41622,A244
41622,E10885
41622,E10886
41622,E10887
14097,E5342
14097,A83
14097,E8285
14097,E10745
14071,A100
14071,A292
14071,E10888
14071,E2036
13852,A62
13852,E10889
13852,E5781
13852,E424
13782,A248
13782,A6
13782,E10890
13782,E3444
41676,A55
41676,A35
41676,A308
41676,E10891
41689,A251
41689,E10892
41689,E5401
41689,E10893
14020,A190
14020,A136
14020,E10894
14020,E10895
13935,A238
13935,E10480
13935,E10896
13935,E140
13958,A100
13958,E10897
13958,E10898
13958,E5929
14124,E24845
14124,E10899
14124,E1130
14124,A353
41729,A88
41729,E5939
41729,E4811
41729,E5639
13695,A178
13695,E1560
13695,E10900
13695,E1018
13783,A178
13783,E1560
13783,E10868
13783,E10901
14173,A174
14173,E18
14173,E5423
14173,E403
41756,A103
41756,E4038
41756,E4037
41756,E10769
13810,A64
13810,A241
13810,E10902
13810,E9683
13772,A64
13772,E10902
13772,A241
13772,E9683
41771,A301
41771,E10903
41771,E10904
41771,E5548
41772,A108
41772,E5563
41772,E1897
41772,E684
41773,A276
41773,E2117
41773,E1898
41773,E10905
41775,A16
41775,A354
41775,E10906
41775,E5171
13853,A111
13853,E5392
13853,E64
13853,E2826
41792,A35
41792,E3373
41792,E10907
41792,E10908
13668,A174
13668,E403
13668,E18
13668,E5423
41808,A162
41808,E10909
41808,E10910
41808,E10911
41815,A299
41815,E10912
41815,E10913
41815,E10914
13702,A195
13702,E10488
13702,E10915
13702,E10916
13860,A60
13860,E1610
13860,E10917
13860,E7356
13937,A120
13937,E5104
13937,E1812
13937,E10918
41870,A210
41870,E7984
41870,E7983
41870,E10919
41873,A45
41873,E5915
41873,E421
41873,A318
41887,A205
41887,E1113
41887,E10660
41887,E10638
14194,A174
14194,E5423
14194,E18
14194,E403
13926,A77
13926,E1913
13926,E10920
13926,E554
41917,A328
41917,E10921
41917,E10922
41917,E5652
13962,A174
13962,E403
13962,E18
13962,E5672
13787,A174
13787,E5672
13787,E10923
13787,E1729
14197,A77
14197,E10924
14197,E5924
14197,E1913
13797,A37
13797,E10925
13797,E10926
13797,E5582
13711,A45
13711,E5692
13711,E1640
13711,E421
13901,A39
13901,E2205
13901,E5012
13901,A352
14012,A6
14012,A195
14012,E5371
14012,E10927
41937,A27
41937,E2963
41937,E10928
41937,A245
13805,A62
13805,E5
13805,E431
13805,E424
13950,A78
13950,E5940
13950,E10929
13950,E415
14060,A109
14060,E5180
14060,E10806
14060,E10810
13854,A176
13854,E5957
13854,E10930
13854,E1997
41973,A88
41973,E10931
41973,E10932
41973,E10933
13997,A9
13997,E5347
13997,E1805
13997,E5480
41991,A108
41991,E10934
41991,E10935
41991,E10936
13994,A258
13994,E3374
13994,E10937
13994,E3375
13773,A55
13773,E10938
13773,E10939
13773,E10940
14128,A80
14128,E5331
14128,E396
14128,E10394
13774,A156
13774,E10941
13774,E10942
13774,E10943
13893,A114
13893,A3
13893,E938
13893,E332
13879,E10944
13879,A174
13879,E5673
13879,E10945
14078,A77
14078,E284
14078,E10946
14078,E1913
13968,A195
13968,A12
13968,E8411
13968,E517
42043,A174
42043,E10947
42043,E4994
42043,E10948
13749,A238
13749,E10949
13749,E10326
13749,E140
42066,A150
42066,E5447
42066,E5448
42066,E10950
13714,A9
13714,A292
13714,E10875
13714,E2036
42068,E5581
42068,A6
42068,A251
42068,E443
13904,A12
13904,A62
13904,E4392
13904,E517
42076,A22
42076,E10951
42076,E6004
42076,A268
13864,A100
13864,E10952
13864,E10953
13864,E7734
42081,A215
42081,E69
42081,E5584
42081,E3035
13625,A258
13625,E3374
13625,E10937
13625,E3375
42096,A43
42096,E10954
42096,E301
42096,E10955
13808,A120
13808,E5499
13808,E10498
13808,E3664
13626,A70
13626,E10956
13626,E10957
13626,E10958
42120,A22
42120,E10959
42120,E10960
42120,E10961
42140,A126
42140,E8069
42140,E8070
42140,E1602
14228,A111
14228,E10962
14228,E10963
14228,E10964
42167,A5
42167,E10965
42167,E10966
42167,E7508
42177,A215
42177,E69
42177,E3035
42177,E5584
14238,A117
14238,E10663
14238,E676
14238,E7452
13837,A77
13837,E1608
13837,E3351
13837,E10967
14245,A77
14245,E10968
14245,E1913
14245,E10742
13766,E3020
13766,E3
13766,E10969
13766,E1896
13845,A9
13845,E5823
13845,E10970
13845,E522
14062,A42
14062,E10971
14062,E10972
14062,E6182
13743,A45
13743,E10973
13743,E557
13743,E5821
14133,A212
14133,E10974
14133,E10975
14133,A319
14051,E1523
14051,A77
14051,E5924
14051,E1913
42313,A304
42313,E10976
42313,E5115
42313,E10977
42317,A61
42317,E10111
42317,E10978
42317,E10979
13986,A212
13986,E6264
13986,E10980
13986,E10981
42330,A40
42330,E10552
42330,E10551
42330,E5194
42335,A158
42335,E9929
42335,E10982
42335,E10983
14087,A26
14087,E10984
14087,E10985
14087,E10986
13954,A183
13954,E5625
13954,E2700
13954,E10987
42369,A215
42369,E10988
42369,E10989
42369,E10990
42378,A27
42378,E401
42378,E10037
42378,E10038
13871,A141
13871,E1901
13871,E10991
13871,E5921
13716,A17
13716,E7724
13716,E10992
13716,E10993
42397,A187
42397,A5
42397,E735
42397,E1695
14277,E1598
14277,A81
14277,E10994
14277,E6978
13659,A80
13659,E2890
13659,E10995
13659,E10996
14136,A190
14136,E3418
14136,E1904
14136,E10997
42475,A27
42475,E10998
42475,E67
42475,E10999
14044,A55
14044,E11000
14044,E448
14044,E8075
14281,A176
14281,E398
14281,E10777
14281,E11001
42459,A103
42459,E5018
42459,E3046
42459,E4887
42467,A65
42467,E5478
42467,E11002
42467,E5479
42478,A328
42478,E10921
42478,E11003
42478,E5652
13710,A83
13710,E10571
13710,E11004
13710,E7216
42483,A184
42483,E11005
42483,E5788
42483,A330
14286,A111
14286,E4636
14286,E2831
14286,E2979
42490,A27
42490,E10334
42490,E3381
42490,E8404
13907,A12
13907,E10469
13907,E517
13907,E10470
13628,A120
13628,E5499
13628,E10498
13628,E3664
42524,A174
42524,E10947
42524,E4994
42524,E10948
13883,E5
13883,E431
13883,E4861
13883,E4379
14562,E10944
14562,A174
14562,E5673
14562,E10945
14781,E1713
14781,A100
14781,E388
14781,E7743
40443,A200
40443,E11006
40443,E11007
40443,E1699
40457,A110
40457,E1704
40457,E11008
40457,E6853
40401,A99
40401,E1963
40401,E11009
40401,E11010
40417,A103
40417,E4856
40417,E11011
40417,E11012
14429,A252
14429,E11013
14429,E11014
14429,E10927
40422,A22
40422,E11015
40422,E5985
40422,E11016
40423,A22
40423,E3430
40423,E8082
40423,E8083
40454,A129
40454,E11017
40454,E5973
40454,E11018
40460,A194
40460,E5451
40460,E5123
40460,E11019
40461,A194
40461,E5451
40461,E11019
40461,E5123
40464,A108
40464,E1789
40464,E11020
40464,E11021
40476,A63
40476,E5343
40476,E11022
40476,E407
14456,E10
14456,E11023
14456,E11024
14456,E11025
40527,A43
40527,E10955
40527,E10954
40527,E301
40531,A15
40531,E11026
40531,E3700
40531,E11027
40536,A35
40536,E6047
40536,E11028
40536,E1930
40548,A122
40548,E11029
40548,E6065
40548,E11030
40556,A290
40556,E8407
40556,E11031
40556,E8408
14630,A174
14630,E5423
14630,E18
14630,E5673
14401,E2925
14401,E9357
14401,A166
14401,E5564
14787,A254
14787,E11032
14787,E11033
14787,E11034
14832,A120
14832,E2833
14832,E10079
14832,E3664
14689,E5804
14689,A80
14689,E4195
14689,E11035
40602,A22
40602,E51
40602,E5985
40602,E5306
14747,E1939
14747,A121
14747,E11036
14747,E4966
14434,E17
14434,E11037
14434,E6151
14434,E5616
40649,A22
40649,E770
40649,E5091
40649,E11038
14702,A128
14702,E5422
14702,E11039
14702,E4676
40671,A27
40671,E3381
40671,E3313
40671,E3314
14567,A42
14567,E5523
14567,E6170
14567,E393
14458,A64
14458,A241
14458,E10902
14458,E9683
40691,A187
40691,E5780
40691,E5498
40691,E11040
14756,A20
14756,E11041
14756,E11042
14756,E11043
14764,A169
14764,E5140
14764,E11044
14764,E11045
14709,A259
14709,E11046
14709,E11047
14709,E1790
14726,A58
14726,E5396
14726,E500
14726,E5397
40767,A72
40767,E11048
40767,E5689
40767,E763
14470,A252
14470,E2959
14470,E11049
14470,E5974
14569,A195
14569,E10488
14569,E2109
14569,E6551
14506,A111
14506,E7227
14506,E2826
14506,E2707
40795,A27
40795,E5011
40795,E1606
40795,E1455
40796,A22
40796,E11050
40796,E369
40796,E1442
14394,A128
14394,E11051
14394,E11052
14394,E4453
40820,A96
40820,E6307
40820,E6308
40820,E11053
14360,A62
14360,E424
14360,E5781
14360,E10889
40851,A90
40851,E11054
40851,E10871
40851,E2950
40855,A43
40855,E11055
40855,E11056
40855,E301
40856,A105
40856,E1208
40856,E5666
40856,E777
14727,A39
14727,E2205
14727,E5012
14727,A352
14613,A109
14613,E4384
14613,E10811
14613,E8284
40869,E3553
40869,A140
40869,E11057
40869,E1677
14295,A9
14295,E11058
14295,E11059
14295,E11060
40873,A86
40873,E11061
40873,E11062
40873,E6172
40878,A230
40878,E10842
40878,E10843
40878,E1802
14757,E5615
14757,E17
14757,E11063
14757,E11064
14553,E17
14553,E1337
14553,E11065
14553,E11066
14660,A77
14660,E1523
14660,E1913
14660,E5924
14473,A39
14473,E3371
14473,E3372
14473,E10603
40960,A22
40960,E3397
40960,E5306
40960,E2429
40964,A301
40964,E5547
40964,E10601
40964,E5548
14715,A100
14715,E5230
14715,E5511
14715,A317
40968,A89
40968,E11067
40968,E5462
40968,E11068
40971,A276
40971,E11069
40971,E11070
40971,E11071
14317,A22
14317,E10388
14317,E11072
14317,E4762
40981,A86
40981,E11061
40981,E11062
40981,E6172
40987,A27
40987,E2963
40987,E11073
40987,E11074
40991,A200
40991,E11075
40991,E11076
40991,E1699
14296,A128
14296,E11051
14296,E11052
14296,E4453
14365,A174
14365,E10947
14365,E4994
14365,E10948
41041,A187
41041,E139
41041,E11077
41041,E5498
41042,E3515
41042,A194
41042,E11078
41042,E11079
41049,A86
41049,E3425
41049,E6172
41049,E240
14637,A217
14637,E1655
14637,E11080
14637,E5534
14396,A130
14396,E11081
14396,E11082
14396,E11083
41072,A63
41072,E11022
41072,E11084
41072,E407
41075,A125
41075,A155
41075,E11085
41075,E2699
14605,A106
14605,E11086
14605,E5210
14605,E5126
14512,E10
14512,E11087
14512,E4418
14512,E10822
14634,A77
14634,E554
14634,E1913
14634,E11088
41094,A103
41094,E5018
41094,E3361
41094,E5293
14889,A73
14889,A17
14889,E5647
14889,E1747
14743,A9
14743,E399
14743,E10771
14743,E11089
14805,A111
14805,E2826
14805,E2707
14805,E7227
14589,A128
14589,E11090
14589,E3668
14589,E11091
41146,A184
41146,E11005
41146,E5810
41146,A330
14426,A55
14426,E11092
14426,E448
14426,E11093
14477,A80
14477,E5723
14477,E2056
14477,E6114
41179,A72
41179,E11094
41179,E11095
41179,E11096
41192,A187
41192,E139
41192,E11097
41192,E5498
41207,A290
41207,E8406
41207,E8407
41207,E8408
41213,A72
41213,E5551
41213,E5689
41213,E5550
41229,A29
41229,E1766
41229,E5725
41229,E11098
14540,A238
14540,E5809
14540,E11099
14540,E140
41237,A194
41237,E11100
41237,E11101
41237,E1847
14366,A112
14366,A113
14366,E5839
14366,E7231
14548,A45
14548,E11102
14548,E1928
14548,E11103
41249,A126
41249,E8069
41249,E8070
41249,E1602
41251,A306
41251,E5785
41251,E11104
41251,E11105
14478,E13
14478,E5619
14478,E1621
14478,E1468
14751,A174
14751,E5673
14751,E5728
14751,E11106
14445,A9
14445,E11107
14445,E11108
14445,A355
14446,E1713
14446,A100
14446,E11109
14446,E11110
14737,A236
14737,E4769
14737,E406
14737,E2939
14377,A165
14377,E5936
14377,E11111
14377,E11112
41310,A99
41310,E1874
41310,E11113
41310,E10636
41321,A235
41321,A27
41321,E11114
41321,E11115
14520,A77
14520,E10878
14520,E1913
14520,E11116
41335,A168
41335,E11117
41335,E11118
41335,E11119
14486,A45
14486,E5915
14486,E11120
14486,A318
41344,A167
41344,E11121
41344,E11122
41344,E463
14417,E17
14417,E5616
14417,E6151
14417,E11037
41357,A222
41357,E5711
41357,E11123
41357,E5712
41364,A36
41364,E11124
41364,E559
41364,E11125
41366,A162
41366,E11126
41366,E10910
41366,E10705
41371,A126
41371,E5688
41371,E5830
41371,E1602
41375,A162
41375,E11127
41375,E11128
41375,E10705
41376,A22
41376,E51
41376,E11129
41376,E2443
14481,E13
14481,E11130
14481,E11131
14481,E1621
14681,A22
14681,E10387
14681,E6004
14681,E11132
41386,A22
41386,E51
41386,E5306
41386,E2304
41406,A229
41406,E5754
41406,E11133
41406,E640
14918,A100
14918,E3409
14918,E6666
14918,A318
41408,A31
41408,E414
41408,E5901
41408,E294
14298,A176
14298,E3440
14298,E775
14298,E11134
14624,E1713
14624,A100
14624,E3384
14624,E11135
14399,E7648
14399,A166
14399,E10813
14399,E5564
41085,A29
41085,E1619
41085,E5925
41085,E5725
15149,A34
15149,E11136
15149,E8100
15149,E11137
15327,A23
15327,E11138
15327,E11139
15327,E91
39415,A187
39415,E11140
39415,E11141
39415,E2960
14991,A37
14991,E5601
14991,E5602
14991,E5832
14975,A174
14975,E5673
14975,E5728
14975,E11106
15052,A91
15052,E1690
15052,E2018
15052,E2710
39411,E38
39411,E5752
39411,E8067
39411,E11142
39488,A95
39488,E10754
39488,E488
39488,E11143
15314,E11
15314,E8287
15314,E8288
15314,E8289
15172,A20
15172,E1815
15172,E5520
15172,E5421
39512,A126
39512,E11144
39512,E8070
39512,E1602
15123,E5
15123,E1920
15123,E345
15123,E431
15185,A226
15185,E3464
15185,E11145
15185,E3465
15135,A128
15135,E1750
15135,E3668
15135,E11146
15085,A80
15085,E1915
15085,E451
15085,E2056
39582,A194
39582,E11147
39582,E1847
39582,E6039
39590,A126
39590,E8069
39590,E8070
39590,E1602
39594,A162
39594,E11127
39594,E11128
39594,E10705
39601,A48
39601,E5337
39601,E8095
39601,E5338
15056,A7
15056,E1688
15056,E1852
15056,E436
39611,A3
39611,E11148
39611,E5803
39611,E8414
39632,A86
39632,E8037
39632,E6172
39632,E240
39651,A124
39651,E11149
39651,E5791
39651,E8121
15262,E3
15262,E11150
15262,E11151
15262,E11152
15087,A71
15087,E11153
15087,E11154
15087,E6182
39661,A99
39661,E11155
39661,E11156
39661,E6147
15118,A187
15118,E5485
15118,E11157
15118,E11158
39663,A230
39663,E11159
39663,E10842
39663,E1802
15176,A111
15176,E3489
15176,E2823
15176,E3681
15176,E5636
39675,A288
39675,E11160
39675,E6155
39675,E11161
39682,A215
39682,E69
39682,E11162
39682,E11163
15088,A70
15088,E10958
15088,E11164
15088,E7555
15292,A35
15292,E17
15292,E1337
15292,E11165
39708,E90
39708,A89
39708,E5062
39708,E11166
15082,A292
15082,E2044
15082,E11167
15082,E5758
15367,E4384
15367,A109
15367,E10811
15367,E8284
39719,A103
39719,E9638
39719,E11168
39719,E11169
39732,A299
39732,E11170
39732,E11171
39732,E11172
39736,A31
39736,E11173
39736,E439
39736,E11174
39739,A200
39739,E11175
39739,E425
39739,E11176
15162,E11
15162,E8287
15162,E8288
15162,E8289
14949,A111
14949,E2707
14949,E11177
14949,E5636
39749,A122
39749,E11178
39749,E11179
39749,E6065
39755,A173
39755,E7535
39755,E5882
39755,E670
15293,A12
15293,E11180
15293,E517
15293,E10470
15310,A212
15310,E11181
15310,E11182
15310,A319
15253,E3
15253,E11150
15253,E11151
15253,E11152
39810,A103
39810,E840
39810,E10179
39810,E3046
15119,E2021
15119,E11183
15119,E11184
15119,E11185
15428,A77
15428,E7545
15428,E1913
15428,E8291
15017,A82
15017,E11186
15017,E11187
15017,E11188
39827,E38
39827,E5752
39827,E11189
39827,E5753
15434,A30
15434,E11190
15434,E1553
15434,E11191
39831,A197
39831,E5588
39831,E11192
39831,E11193
39832,A108
39832,E6026
39832,E11194
39832,E11195
39842,E1711
39842,A140
39842,E4901
39842,E6337
39844,A89
39844,E11196
39844,E1935
39844,E11197
15282,A292
15282,E10363
15282,E11198
15282,E11199
39858,A193
39858,E11200
39858,E11201
39858,E11202
14980,E1523
14980,A77
14980,E5924
14980,E1913
39876,A86
39876,E11203
39876,E5660
39876,E5661
14930,A77
14930,E1523
14930,E5924
14930,E1913
15232,E1523
15232,A77
15232,E5924
15232,E1913
15060,E1523
15060,A77
15060,E1913
15060,E5924
14931,A249
14931,A74
14931,E11204
14931,E7920
15317,A20
15317,E5975
15317,E11205
15317,E11206
15091,A66
15091,A252
15091,A110
15091,A6
15265,A6
15265,E2155
15265,E11207
15265,E472
39925,A31
39925,E11173
39925,E439
39925,E11174
15278,E1713
15278,A100
15278,E11135
15278,E3384
15319,A149
15319,A176
15319,E3440
15319,E11208
15207,A128
15207,E11209
15207,E11210
15207,E7727
15129,A62
15129,A12
15129,E277
15129,E5781
14939,A128
14939,E11209
14939,E11210
14939,E7727
39950,A124
39950,E1853
39950,E11211
39950,E11212
39952,A124
39952,E1853
39952,E5791
39952,E11213
15196,A254
15196,E11214
15196,E479
15196,E11034
15447,A17
15447,E498
15447,E667
15447,E11215
39983,A328
39983,E11003
39983,E11216
39983,E5652
15112,A121
15112,E4966
15112,E1467
15112,E5795
15109,A176
15109,E11217
15109,E11218
15109,E11219
15373,A195
15373,E1819
15373,E6056
15373,E6057
40026,A179
40026,E1679
40026,E2197
40026,E523
40029,A253
40029,E11220
40029,E11221
40029,E3491
40038,A194
40038,E11222
40038,E6039
40038,E1847
15374,A77
15374,E8294
15374,E8293
15374,E11223
40059,A173
40059,E7535
40059,E5882
40059,E670
15021,A111
15021,E5191
15021,E5192
15021,E11224
15243,A37
15243,A20
15243,E1917
15243,E11041
40067,A187
40067,E11225
40067,E11226
40067,E11227
40079,A237
40079,E11228
40079,E5953
40079,E5954
40104,A164
40104,E11229
40104,E1933
40104,E5522
40105,A184
40105,E11230
40105,E5810
40105,A330
40111,A99
40111,E11231
40111,E11232
40111,E10349
15043,E1713
15043,A100
15043,E11233
15043,A332
15198,A76
15198,E6027
15198,E11234
15198,E6028
15024,A212
15024,E11181
15024,E10974
15024,A319
40145,A96
40145,E11235
40145,E6420
40145,E6307
40163,A194
40163,E2080
40163,E11236
40163,E1847
40165,A15
40165,E11237
40165,E8072
40165,E8073
40170,A103
40170,E5018
40170,E10362
40170,E11238
15323,A112
15323,A113
15323,E7213
15323,E11239
15223,E11240
15223,A120
15223,E1812
15223,E10918
15076,A292
15076,A138
15076,A9
15076,E2036
40209,A219
40209,E6015
40209,E11241
40209,E87
15250,A258
15250,E3374
15250,E10937
15250,E3375
40220,A251
40220,E10861
40220,E2314
40220,E1972
40228,E38
40228,E5752
40228,E11189
40228,E5753
40233,A173
40233,E7535
40233,E5882
40233,E670
15026,A22
15026,E10388
15026,E4762
15026,E11072
14967,A78
14967,E1893
14967,E5605
14967,E11242
15309,A17
15309,E11243
15309,E5562
15309,A330
40289,A22
40289,E51
40289,E5306
40289,E5985
40290,A100
40290,E1927
40290,E1679
40290,E5083
15105,A110
15105,E11244
15105,E11245
15105,E11246
14993,A35
14993,E11247
14993,E11248
14993,E7101
15299,A77
15299,E7538
15299,E1913
15299,E5924
40316,A161
40316,E7546
40316,E7547
40316,E11249
40352,A99
40352,E11009
40352,E11231
40352,E6203
15300,A55
15300,E8075
15300,E448
15300,E11250
15244,A37
15244,E11251
15244,E11252
15244,E4676
15363,A166
15363,E2925
15363,E11253
15363,E11254
38397,A90
38397,E11255
38397,E11256
38397,E5682
15564,A37
15564,E403
15564,E11257
15564,E11258
15550,A100
15550,E10743
15550,E1927
15550,A318
38433,A88
38433,E5639
38433,E4811
38433,E5748
15745,A12
15745,A195
15745,E4189
15745,E517
15759,A45
15759,E1928
15759,E3473
15759,E5919
15760,A17
15760,E6022
15760,E11259
15760,E6023
15746,A138
15746,A9
15746,E11260
15746,E5823
15870,A62
15870,E5096
15870,E423
15870,E11261
38495,A72
38495,E1687
38495,E11096
38495,E11262
15584,A190
15584,A136
15584,E5230
15584,E6067
38499,A180
38499,E1791
38499,E4862
38499,E11263
15795,A73
15795,E11264
15795,E11265
15795,E11266
15942,A292
15942,E11267
15942,E10363
15942,E11198
38525,A155
38525,E11268
38525,E5969
38525,E5970
38527,A15
38527,E694
38527,E11269
38527,E3701
15604,A35
15604,E11270
15604,E11271
15604,E10052
38540,A35
38540,E11248
38540,E11272
38540,E7101
15832,A39
15832,E11273
15832,E11274
15832,E11275
15873,A52
15873,E1957
15873,E1981
15873,E5325
15678,A17
15678,E11259
15678,E6022
15678,E6023
38569,A88
38569,E5939
38569,E5639
38569,E5748
15653,E5849
15653,A77
15653,E5924
15653,E1913
38624,A193
38624,E11276
38624,E11277
38624,E1686
15893,A20
15893,E8417
15893,E8418
15893,E8419
15796,E90
15796,A73
15796,E83
15796,E1832
38647,A86
38647,E11061
38647,E11062
38647,E6172
15815,A80
15815,E1918
15815,E11278
15815,E11279
38662,A155
38662,E11268
38662,E5969
38662,E5970
15903,E2205
15903,A71
15903,A39
15903,E11280
15875,A292
15875,E2044
15875,E5758
15875,E11281
38675,A187
38675,E11282
38675,E11283
38675,E11158
15825,E5
15825,E11284
15825,E345
15825,E447
15612,A64
15612,E10902
15612,E11285
15612,A241
38685,A152
38685,E2975
38685,E6037
38685,E11286
38686,A180
38686,E1775
38686,E1959
38686,E5508
38706,A89
38706,E1935
38706,E11287
38706,E11288
15916,A55
15916,E448
15916,E11250
15916,E11289
38716,A5
38716,E2047
38716,E3811
38716,E11290
38731,A27
38731,E11291
38731,E1606
38731,E11292
38748,A27
38748,E11293
38748,E11294
38748,E11295
15826,A238
15826,E11296
15826,E8317
15826,E140
15589,A9
15589,E11297
15589,A355
15589,E81
15656,A218
15656,A6
15656,E5674
15656,E11298
15845,A7
15845,E5416
15845,E11299
15845,E5900
15878,E4055
15878,A39
15878,E1909
15878,E4379
15689,A12
15689,E1697
15689,E4379
15689,E11300
15563,A6
15563,A134
15563,A66
15563,E6083
15590,A128
15590,E2844
15590,E3668
15590,E5844
15846,A17
15846,A73
15846,E5647
15846,E5731
38808,A3
38808,E11148
38808,E5803
38808,E8414
38822,A108
38822,E11301
38822,E1849
38822,E1942
15783,A212
15783,E5885
15783,E11302
15783,E3813
15974,A94
15974,E11303
15974,E11304
15974,E11305
38829,A219
38829,E11306
38829,E11307
38829,E1767
15817,A12
15817,A62
15817,E5781
15817,E1882
38843,A219
38843,E11306
38843,E11308
38843,E1767
38844,A5
38844,E1695
38844,E11309
38844,E39168
15726,A191
15726,E11310
15726,E765
15726,E9964
15630,A120
15630,A81
15630,E1830
15630,E5962
15592,A9
15592,E399
15592,E11311
15592,E11312
38852,A61
38852,E8078
38852,E8079
38852,E1850
15979,A70
15979,E7406
15979,E7555
15979,E663
15848,E1392
15848,E8086
15848,E8087
15848,E8088
38865,A27
38865,A31
38865,E5901
38865,E11313
38870,A173
38870,E7535
38870,E5882
38870,E670
15658,A37
15658,E5846
15658,E1917
15658,E11314
38882,A86
38882,E11315
38882,E11062
38882,E11316
38890,A276
38890,E11317
38890,E11318
38890,E11319
38909,A260
38909,E11320
38909,E11321
38909,E11322
38920,A151
38920,E1873
38920,E11323
38920,E11324
38921,A99
38921,E1858
38921,E11325
38921,E5870
38935,A124
38935,E552
38935,E11326
38935,E11327
38938,A124
38938,E11149
38938,E8121
38938,E5791
15830,A120
15830,A81
15830,E11328
15830,E5962
15836,A77
15836,E8292
15836,E8291
15836,E1913
15829,E1713
15829,A100
15829,E1679
15829,E11329
15557,A77
15557,E1913
15557,E8291
15557,E8292
15558,A9
15558,E188
15558,E11330
15558,E11331
39047,A27
39047,E5738
39047,E11332
39047,E11295
15773,A111
15773,E3489
15773,E2719
15773,E2705
15773,E5636
15710,A77
15710,E8294
15710,E8293
15710,E11223
15729,A77
15729,E1608
15729,E5707
15729,E1913
39114,A13
39114,E1796
39114,E5959
39114,E5669
15609,A100
15609,E11333
15609,E11334
15609,A318
39122,A109
39122,E11335
39122,E11336
39122,E6785
15853,E11
15853,E11337
15853,E11338
15853,E693
15633,A121
15633,E11339
15633,E1912
15633,E11340
39134,A41
39134,E11341
39134,E11342
39134,E79
15598,A113
15598,A112
15598,E7524
15598,E11343
15697,A76
15697,E10296
15697,E11344
15697,E11345
15627,A12
15627,A62
15627,E6038
15627,E11346
15600,A170
15600,E11347
15600,E1926
15600,E10684
39159,A177
39159,E11348
39159,E11349
39159,E11350
39168,A240
39168,E11351
39168,E11352
39168,E2990
39211,A229
39211,E11353
39211,E7741
39211,E640
39205,E7648
39205,A189
39205,E7649
39205,E678
15634,A84
15634,E1861
15634,E2069
15634,E8428
39217,A187
39217,E5938
39217,E11354
39217,E2201
15700,A141
15700,E3927
15700,E5921
15700,E1901
39225,A108
39225,E5873
39225,E5874
39225,E11355
39236,A187
39236,E5938
39236,E11354
39236,E2201
39239,A31
39239,E8415
39239,E11356
39239,E8416
15731,A121
15731,E1912
15731,E11339
15731,E11340
15787,A111
15787,E2705
15787,E1953
15787,E7740
15663,E5
15663,E11357
15663,E2972
15663,E3912
16023,A83
16023,E1629
16023,E5467
16023,E7223
15602,A109
15602,E10811
15602,E11335
15602,E11358
39288,A200
39288,E620
39288,E425
39288,E1699
15498,A121
15498,E466
15498,E5869
15498,A216
15926,A252
15926,A110
15926,A6
15926,E6083
15769,A78
15769,E397
15769,E1838
15769,E11359
15855,A80
15855,E4195
15855,E11035
15855,E11360
15732,A76
15732,E1843
15732,E5822
15732,E11361
15582,A37
15582,E5846
15582,E11362
15582,E5586
39356,A180
39356,E11363
39356,E11364
39356,E11365
16032,A62
16032,E423
16032,E11366
16032,E11367
16413,A35
16413,A308
16413,E11368
16413,E11369
16419,A70
16419,E2704
16419,E10958
16419,E663
16314,A84
16314,E11370
16314,E772
16314,E11371
37577,A178
37577,E11372
37577,E11373
37577,E2147
16198,A252
16198,A110
16198,A6
16198,E6083
16168,A70
16168,E10958
16168,E11374
16168,E11375
16130,A169
16130,E5986
16130,E5140
16130,E5987
16275,A136
16275,E5230
16275,E11376
16275,E6516
16036,A94
16036,E11377
16036,E1784
16036,E11378
37672,A253
37672,E11379
37672,E11380
37672,E5759
16069,A62
16069,A12
16069,E6070
16069,E517
37685,A124
37685,E552
37685,E11381
37685,E11327
16131,E5318
16131,A121
16131,E11036
16131,E1882
16293,A22
16293,A62
16293,E423
16293,E11382
16050,A78
16050,E1838
16050,E397
16050,E418
16134,A12
16134,A62
16134,E11346
16134,E6038
16174,A238
16174,E11383
16174,E11384
16174,E140
37728,A202
37728,E5906
37728,E11385
37728,E11386
37741,A194
37741,E11387
37741,E1847
37741,E6039
16154,A191
16154,E11310
16154,E765
16154,E9964
16436,E12
16436,E4436
16436,E11388
16436,E5942
16254,E3
16254,A74
16254,E378
16254,E1896
16200,E6084
16200,A170
